__v,_id,createdAt,title,updatedAt
0,63e0a3aee4583cad8f40a333,2023-02-06T06:52:30.770Z,Computer Engineering,2023-02-06T06:52:30.770Z
0,63e0a729dc02513190e65391,2023-02-06T07:07:21.343Z,Mechanical Engineering,2023-02-06T07:07:21.343Z
0,63e0a73ddc02513190e65393,2023-02-06T07:07:41.018Z,Electronics and Telecommunication Engineering,2023-02-06T07:07:41.018Z
0,63e0a746dc02513190e65395,2023-02-06T07:07:50.260Z,IT Engineering,2023-02-06T07:07:50.260Z
0,63e0a74adc02513190e65397,2023-02-06T07:07:54.499Z,Civil Engineering,2023-02-06T07:07:54.499Z
